user_input_text,category,sub_category,priority,auto_resolve,assigned_team
laptop charging battery icon shows red reboot need help quickly.,Hardware,Battery Issue,Low,TRUE,Hardware Support
help cannot access external websites due to proxy configuration issue shift need help quickly.,Network,Proxy Error,Low,TRUE,Network Support
cannot login to system even correct credentials urgently needed thanks.,Access,Login Failure,High,FALSE,IAM Team
help web pages loading extremely slowly browsers since last week fix this.,Network,Internet Slow,Medium,TRUE,Network Support
support team need to reset password expired today update urgent.,Access,Password Reset,Medium,TRUE,IAM Team
domain account disabled administrator urgently needed urgent.,Access,Account Unlock,Medium,TRUE,IAM Team
outlook keeps crashing try to open emails shift fix this.,Software,Application Crash,High,TRUE,Application Support
mouse buttons responding to clicks try to work need help quickly.,Hardware,Keyboard/Mouse,Low,TRUE,Hardware Support
display port connection working monitor try to work,Hardware,Monitor Problem,Medium,TRUE,Hardware Support
outlook keeps crashing try to open emails reboot fix this.,Software,Application Crash,High,TRUE,Application Support
laptop shuts immediately unplugged since morning assist.,Hardware,Battery Issue,Low,FALSE,Hardware Support
help lithium battery showing replace soon warning try to work assist.,Hardware,Battery Issue,Low,FALSE,Hardware Support
ui laggy unresponsive usage afternoon need help quickly.,Software,Performance,Medium,FALSE,Application Support
credential manager saving login information update thanks.,Access,Login Failure,High,FALSE,IAM Team
team keyboard backlight turning reboot asap.,Hardware,Keyboard/Mouse,Low,TRUE,Hardware Support
license server responding cannot validate software need assistance,Software,License Issue,High,FALSE,Application Support
dual monitor setup stopped working update afternoon,Hardware,Monitor Problem,Medium,FALSE,Hardware Support
transferred to new team need access to resources need assistance fix this.,Access,Role Change,Low,FALSE,IAM Team
default settings causing issues need custom configuration update assist.,Software,Configuration,Low,TRUE,Application Support
graphics card failure causing display artifacts afternoon asap.,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
database showing corruption errors startup update need help quickly.,Software,Data Loss,Critical,FALSE,Application Support
need elevated permissions to complete task today need help quickly.,Access,Permission Issue,High,TRUE,IAM Team
laptop wifi extremely slow compared to colleagues need assistance urgent.,Network,WiFi Issue,Medium,FALSE,Network Support
laptop booting stuck black screen try to work assist.,Hardware,Laptop Issue,Low,FALSE,Hardware Support
windows crashed kernel_security_check_failure error update asap.,Hardware,Blue Screen,High,FALSE,Hardware Support
issue temporary password working first login urgently needed,Access,Password Reset,Critical,FALSE,IAM Team
help external monitor detected laptop reboot,Hardware,Monitor Problem,Medium,TRUE,Hardware Support
support team usb keyboard recognized computer reboot,Hardware,Keyboard/Mouse,Low,TRUE,Hardware Support
team cisco anyconnect vpn stuck connecting status help,Network,VPN Connection,High,FALSE,Network Support
laptop shuts immediately unplugged today need help quickly.,Hardware,Battery Issue,Low,FALSE,Hardware Support
support team network drive access extremely slow files open shift fix this.,Network,Network Drive,Low,FALSE,Network Support
help wifi password prompt keeps appearing even entering correct password update,Network,WiFi Issue,Medium,FALSE,Network Support
update installation failed rolling back changes assist.,Software,Update Problem,Medium,FALSE,Application Support
support team getting access denied error trying to open folder try to work urgent.,Access,Permission Issue,High,FALSE,IAM Team
help requesting database access reporting purposes urgently needed urgent.,Access,Access Request,Low,TRUE,IAM Team
support team contractor account expired needs extension try to work urgent.,Access,Account Expired,Critical,FALSE,IAM Team
issue cisco anyconnect vpn stuck connecting status since morning need help quickly.,Network,VPN Connection,High,FALSE,Network Support
software using much cpu making system sluggish need assistance asap.,Software,Performance,Low,TRUE,Application Support
issue adobe license showing expired even though active since yesterday urgent.,Software,License Issue,High,FALSE,Application Support
enterprise wifi authentication failing repeatedly help need help quickly.,Network,WiFi Issue,Medium,FALSE,Network Support
issue proxy settings application need to configured try to work need help quickly.,Software,Configuration,Low,FALSE,Application Support
support team teams application keeps closing randomly since morning need help quickly.,Software,Application Crash,High,FALSE,Application Support
help unable to change password getting policy error afternoon asap.,Access,Password Reset,Critical,FALSE,IAM Team
help bottom laptop hot to touch comfortably need assistance fix this.,Hardware,Overheating,High,FALSE,Hardware Support
team legacy application running updated os since yesterday asap.,Software,Compatibility,High,FALSE,Application Support
acl permissions need to updated access update urgent.,Access,Permission Issue,High,FALSE,IAM Team
wifi password prompt keeps appearing even entering correct password help,Network,WiFi Issue,Medium,FALSE,Network Support
need help configuring email client settings correctly since morning urgent.,Software,Configuration,Low,TRUE,Application Support
team proxy server refusing connections port 8080 since yesterday,Network,Proxy Error,Low,TRUE,Network Support
team display port connection working monitor since yesterday assist.,Hardware,Monitor Problem,Medium,TRUE,Hardware Support
trial version expired license purchased thanks.,Software,License Issue,High,TRUE,Application Support
laptop shuts immediately unplugged urgently needed fix this.,Hardware,Battery Issue,Low,FALSE,Hardware Support
volume license key blocked software vendor help need help quickly.,Software,License Issue,High,FALSE,Application Support
team data synchronization causing file conflicts,Software,Data Loss,Critical,FALSE,Application Support
network latency extremely high cannot use video conferencing reboot asap.,Network,Internet Slow,Medium,FALSE,Network Support
team domain name resolution failing intermittently try to work asap.,Network,DNS Problem,Low,FALSE,Network Support
laptop keeps freezing randomly normal work today assist.,Hardware,Laptop Issue,Low,TRUE,Hardware Support
network card detected device manager urgently needed fix this.,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
office wifi keeps disconnecting laptop every 10 minutes affecting work asap.,Network,WiFi Issue,Medium,FALSE,Network Support
help getting stuck update loop keeps restarting affecting work,Software,Update Problem,Medium,TRUE,Application Support
motherboard issue causing random system restarts affecting work urgent.,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
registry settings need to modified app affecting work assist.,Software,Configuration,Low,TRUE,Application Support
screen flickering issue work laptop affecting work urgent.,Hardware,Laptop Issue,High,TRUE,Hardware Support
issue getting printer found error trying to print reboot urgent.,Hardware,Printer Error,High,TRUE,Hardware Support
system thermal warning appearing frequently since yesterday need help quickly.,Hardware,Overheating,Critical,FALSE,Hardware Support
database showing corruption errors startup,Software,Data Loss,Critical,FALSE,Application Support
bsod memory management error keeps occurring today fix this.,Hardware,Blue Screen,High,FALSE,Hardware Support
support team getting stuck update loop keeps restarting help need help quickly.,Software,Update Problem,Medium,FALSE,Application Support
sound card producing distorted audio output need assistance assist.,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
legacy application running updated os update need help quickly.,Software,Compatibility,Critical,FALSE,Application Support
web pages loading extremely slowly browsers fix this.,Network,Internet Slow,Medium,TRUE,Network Support
team proxy settings application need to configured affecting work,Software,Configuration,Low,TRUE,Application Support
support team software showing license found error startup since morning,Software,License Issue,High,FALSE,Application Support
printer showing offline status even though powered help assist.,Hardware,Printer Error,High,FALSE,Hardware Support
download speed dropped significantly since afternoon try to work thanks.,Network,Internet Slow,Medium,TRUE,Network Support
team power adapter connected battery charging reboot fix this.,Hardware,Battery Issue,Low,TRUE,Hardware Support
issue legacy application running updated os today,Software,Compatibility,Medium,TRUE,Application Support
help inbound connection blocked host firewall reboot fix this.,Network,Firewall Block,High,TRUE,Network Support
help browser tabs crashing memory error afternoon need help quickly.,Software,Application Crash,High,FALSE,Application Support
issue ram seems faulty system showing memory errors urgently needed fix this.,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
requesting database access reporting purposes update need help quickly.,Access,Access Request,Low,TRUE,IAM Team
application requiring older framework version today fix this.,Software,Compatibility,Critical,FALSE,Application Support
issue need access to shared folder new project since morning urgent.,Access,Access Request,Low,TRUE,IAM Team
support team system thermal warning appearing frequently shift assist.,Hardware,Overheating,High,TRUE,Hardware Support
team ui laggy unresponsive usage affecting work fix this.,Software,Performance,High,TRUE,Application Support
screen flickering issue work laptop update,Hardware,Laptop Issue,High,FALSE,Hardware Support
getting license activation failed error code 0xc004c003 shift,Software,License Issue,High,TRUE,Application Support
dns query timeouts causing browsing issues help urgent.,Network,DNS Problem,Critical,FALSE,Network Support
application setup cannot write to program files urgently needed assist.,Software,Software Install,Medium,TRUE,Application Support
help getting remote computer available error affecting work need help quickly.,Network,Remote Access,Medium,FALSE,Network Support
issue remote assistance invitation working properly shift urgent.,Network,Remote Access,Low,FALSE,Network Support
team software using much cpu making system sluggish today asap.,Software,Performance,Medium,TRUE,Application Support
issue chrome browser crashing unexpectedly multiple times need assistance assist.,Software,Application Crash,High,FALSE,Application Support
power adapter connected battery charging affecting work fix this.,Hardware,Battery Issue,Low,FALSE,Hardware Support
license expiration affecting account access since last week,Access,Account Expired,High,FALSE,IAM Team
firewall rules seem to changed blocking legitimate traffic urgently needed,Network,Firewall Block,Critical,FALSE,Network Support
issue cannot establish remote session to server maintenance since last week,Network,Remote Access,Low,TRUE,Network Support
support team browsing painfully slow affecting productivity help,Network,Internet Slow,Medium,TRUE,Network Support
power adapter connected battery charging shift fix this.,Hardware,Battery Issue,Low,FALSE,Hardware Support
proxy pac file loading correctly since last week,Network,Proxy Error,Low,FALSE,Network Support
help software deployment package corrupted download update asap.,Software,Software Install,Medium,FALSE,Application Support
biometric authentication failing device since last week need help quickly.,Access,MFA Problem,Medium,TRUE,IAM Team
cpu fan failure causing processor overheating shift,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
msi installer failing unknown error code since yesterday asap.,Software,Software Install,Medium,TRUE,Application Support
user account showing locked active directory since last week,Access,Account Unlock,Medium,TRUE,IAM Team
issue vpn connection drops every minutes frustrating since morning,Network,VPN Connection,High,FALSE,Network Support
floating license available seats occupied try to work,Software,License Issue,High,TRUE,Application Support
issue sound card producing distorted audio output affecting work,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
remote desktop gateway server unavailable need assistance,Network,Remote Access,Medium,FALSE,Network Support
support team receiving password reset email inbox affecting work urgent.,Access,Password Reset,Critical,FALSE,IAM Team
team getting limited connectivity error wifi since morning help assist.,Network,WiFi Issue,Medium,FALSE,Network Support
printer showing paper jam error paper visible help,Hardware,Printer Error,High,FALSE,Hardware Support
dns server responding error browsers since morning thanks.,Network,DNS Problem,Medium,TRUE,Network Support
issue mfa push notification reaching mobile app reboot fix this.,Access,MFA Problem,Medium,FALSE,IAM Team
portable computer keyboard functioning properly since last week need help quickly.,Hardware,Laptop Issue,Low,FALSE,Hardware Support
bottom laptop hot to touch comfortably urgently needed need help quickly.,Hardware,Overheating,High,FALSE,Hardware Support
issue performance degraded significantly recent update today fix this.,Software,Performance,High,FALSE,Application Support
software conflict causing applications to malfunction update,Software,Compatibility,High,FALSE,Application Support
laptop charging battery icon shows red help fix this.,Hardware,Battery Issue,Low,FALSE,Hardware Support
support team network printer responding to print commands update assist.,Hardware,Printer Error,High,TRUE,Hardware Support
application incompatible installed programs afternoon,Software,Compatibility,Critical,FALSE,Application Support
legacy application running updated os try to work asap.,Software,Compatibility,Medium,FALSE,Application Support
help shared drive keeps disconnecting randomly throughout day since yesterday assist.,Network,Network Drive,Low,FALSE,Network Support
cannot access account showing authentication failure need assistance,Access,Account Unlock,Medium,TRUE,IAM Team
vpn client shows authentication failed error try to login assist.,Network,VPN Connection,High,FALSE,Network Support
help network card detected device manager since last week urgent.,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
issue position change affecting system authorizations try to work thanks.,Access,Role Change,Low,FALSE,IAM Team
issue domain password policy forcing expiration update thanks.,Access,Account Expired,Critical,FALSE,IAM Team
help incompatible dll files causing application errors reboot,Software,Compatibility,Low,FALSE,Application Support
support team heat sink seems clogged dust since morning need help quickly.,Hardware,Overheating,Low,FALSE,Hardware Support
support team cannot login to system even correct credentials reboot assist.,Access,Login Failure,High,TRUE,IAM Team
help self-service password reset portal accessible reboot assist.,Access,Password Reset,Critical,FALSE,IAM Team
temporary assignment needs additional access need assistance,Access,Role Change,Low,TRUE,IAM Team
help software installation failing insufficient privileges error today thanks.,Software,Software Install,Medium,FALSE,Application Support
windows update keeps failing error 0x80070002 need assistance,Software,Update Problem,Medium,TRUE,Application Support
requesting shared mailbox access team help assist.,Access,Access Request,Low,FALSE,IAM Team
issue web pages loading extremely slowly browsers need assistance urgent.,Network,Internet Slow,Medium,FALSE,Network Support
team laptop booting stuck black screen since yesterday thanks.,Hardware,Laptop Issue,Low,FALSE,Hardware Support
applications cannot connect corporate proxy affecting work need help quickly.,Network,Proxy Error,Low,FALSE,Network Support
team access needed new system onboarding affecting work assist.,Access,Access Request,Low,TRUE,IAM Team
getting account disabled error trying to login need assistance thanks.,Access,Account Unlock,Medium,TRUE,IAM Team
remote desktop shows black screen connection reboot need help quickly.,Network,Remote Access,High,FALSE,Network Support
dns query timeouts causing browsing issues afternoon fix this.,Network,DNS Problem,Critical,FALSE,Network Support
update history showing failed installations help need help quickly.,Software,Update Problem,Medium,FALSE,Application Support
issue cannot access shared network drive getting access denied afternoon fix this.,Network,Network Drive,Low,FALSE,Network Support
requesting database access reporting purposes reboot need help quickly.,Access,Access Request,Low,FALSE,IAM Team
issue video conferencing app crashing meetings update asap.,Software,Application Crash,High,TRUE,Application Support
internal sites accessible name shift,Network,DNS Problem,Medium,TRUE,Network Support
help proxy server refusing connections port 8080 since morning thanks.,Network,Proxy Error,Low,TRUE,Network Support
mobile computer battery holding charge since morning urgent.,Hardware,Laptop Issue,High,FALSE,Hardware Support
support team browser tabs crashing memory error since last week need help quickly.,Software,Application Crash,High,FALSE,Application Support
issue job function change requiring new permissions assist.,Access,Role Change,Low,FALSE,IAM Team
team login session expiring immediately signing try to work assist.,Access,Login Failure,High,TRUE,IAM Team
lost access to mfa device cannot authenticate since yesterday,Access,MFA Problem,Medium,TRUE,IAM Team
issue requesting elevated privileges software installation assist.,Access,Access Request,Low,FALSE,IAM Team
help keyboard keys working properly keys stuck afternoon,Hardware,Keyboard/Mouse,Low,TRUE,Hardware Support
account status showing expired system since last week,Access,Account Unlock,Medium,TRUE,IAM Team
unable to change password getting policy error afternoon thanks.,Access,Password Reset,Low,TRUE,IAM Team
support team power adapter connected battery charging need assistance,Hardware,Battery Issue,Low,TRUE,Hardware Support
trial version expired license purchased need assistance assist.,Software,License Issue,High,FALSE,Application Support
usb ports providing power to devices update urgent.,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
issue getting nxdomain error valid websites since last week assist.,Network,DNS Problem,Medium,TRUE,Network Support
team network storage accessible from workstation today,Network,Network Drive,Low,FALSE,Network Support
issue subscription license showing expired status help urgent.,Software,License Issue,High,FALSE,Application Support
wireless printer connecting to network reboot assist.,Hardware,Printer Error,High,TRUE,Hardware Support
help getting installation package could opened error try to work,Software,Software Install,Medium,TRUE,Application Support
issue mapped network drive showing disconnected afternoon urgent.,Network,Network Drive,Low,FALSE,Network Support
role changed to manager need updated access rights affecting work asap.,Access,Role Change,Low,TRUE,IAM Team
support team wireless connection dropping randomly throughout day reboot fix this.,Network,WiFi Issue,Medium,FALSE,Network Support
team password reset questions accepting answers try to work thanks.,Access,Password Reset,Critical,FALSE,IAM Team
domain login failing trust relationship error since last week,Access,Login Failure,High,FALSE,IAM Team
license key rejected invalid activation help fix this.,Software,License Issue,High,TRUE,Application Support
display resolution cannot changed external monitor since yesterday,Hardware,Monitor Problem,Medium,TRUE,Hardware Support
need elevated permissions to complete task since last week need help quickly.,Access,Permission Issue,High,FALSE,IAM Team
team setup wizard closes unexpectedly installation shift,Software,Software Install,Medium,TRUE,Application Support
battery health degraded significantly need replacement try to work thanks.,Hardware,Battery Issue,Low,FALSE,Hardware Support
team laptop wifi extremely slow compared to colleagues assist.,Network,WiFi Issue,Medium,TRUE,Network Support
system rebooting automatically blue screen error urgently needed need help quickly.,Hardware,Blue Screen,High,FALSE,Hardware Support
dns query timeouts causing browsing issues since last week,Network,DNS Problem,High,FALSE,Network Support
account lease expired cloud system afternoon asap.,Access,Account Expired,High,TRUE,IAM Team
issue outbound traffic blocked specific application try to work,Network,Firewall Block,Medium,FALSE,Network Support
support team network printer responding to print commands since last week fix this.,Hardware,Printer Error,High,FALSE,Hardware Support
help default settings causing issues need custom configuration affecting work,Software,Configuration,Low,TRUE,Application Support
security patch installation getting stuck need assistance assist.,Software,Update Problem,Medium,TRUE,Application Support
support team external display showing wrong aspect ratio help,Hardware,Monitor Problem,Medium,TRUE,Hardware Support
support team wifi password prompt keeps appearing even entering correct password since yesterday asap.,Network,WiFi Issue,Medium,TRUE,Network Support
issue mouse scroll wheel working anymore affecting work,Hardware,Keyboard/Mouse,Low,TRUE,Hardware Support
issue external display showing wrong aspect ratio affecting work urgent.,Hardware,Monitor Problem,Medium,FALSE,Hardware Support
help 32-bit software working 64-bit system properly fix this.,Software,Compatibility,Low,FALSE,Application Support
software conflict causing applications to malfunction shift thanks.,Software,Compatibility,High,TRUE,Application Support
getting error network path found trying to open shared folder reboot urgent.,Network,Network Drive,Low,TRUE,Network Support
backup restoration failing critical files help,Software,Data Loss,Critical,FALSE,Application Support
team laptop keeps freezing randomly normal work today need help quickly.,Hardware,Laptop Issue,Low,TRUE,Hardware Support
help vpn connection drops every minutes frustrating urgently needed,Network,VPN Connection,High,TRUE,Network Support
help laptop getting extremely hot normal usage need assistance fix this.,Hardware,Overheating,Critical,FALSE,Hardware Support
laptop keeps freezing randomly normal work urgently needed thanks.,Hardware,Laptop Issue,Low,TRUE,Hardware Support
laptop keeps freezing randomly normal work affecting work fix this.,Hardware,Laptop Issue,High,FALSE,Hardware Support
system rebooting automatically blue screen error help need help quickly.,Hardware,Blue Screen,High,TRUE,Hardware Support
volume license key blocked software vendor since last week need help quickly.,Software,License Issue,High,TRUE,Application Support
issue volume license key blocked software vendor afternoon fix this.,Software,License Issue,High,TRUE,Application Support
remote access session keeps getting disconnected since last week,Network,Remote Access,High,FALSE,Network Support
software installation failing insufficient privileges error shift,Software,Software Install,Medium,TRUE,Application Support
issue shared drive keeps disconnecting randomly throughout day since yesterday thanks.,Network,Network Drive,Low,FALSE,Network Support
support team wireless keyboard keeps losing connection intermittently affecting work,Hardware,Keyboard/Mouse,Low,TRUE,Hardware Support
system_service_exception causing windows to crash try to work,Hardware,Blue Screen,High,TRUE,Hardware Support
need role-based access updated systems shift assist.,Access,Role Change,Low,FALSE,IAM Team
mobile computer battery holding charge since morning asap.,Hardware,Laptop Issue,Critical,FALSE,Hardware Support
remote desktop gateway server unavailable since yesterday,Network,Remote Access,Low,FALSE,Network Support
password reset email going to spam folder need assistance,Access,Password Reset,Critical,FALSE,IAM Team
external monitor detected laptop urgently needed need help quickly.,Hardware,Monitor Problem,Medium,FALSE,Hardware Support
getting remote computer available error need assistance fix this.,Network,Remote Access,High,FALSE,Network Support
team getting license activation failed error code 0xc004c003 since last week assist.,Software,License Issue,High,TRUE,Application Support
multifunction printer scanner working since yesterday assist.,Hardware,Printer Error,High,FALSE,Hardware Support
teamviewer connection failing timeout error update assist.,Network,Remote Access,Medium,FALSE,Network Support
mouse buttons responding to clicks affecting work fix this.,Hardware,Keyboard/Mouse,Low,TRUE,Hardware Support
mouse cursor jumping around randomly screen today assist.,Hardware,Keyboard/Mouse,Low,TRUE,Hardware Support
dns cache seems corrupted need to flush since morning,Network,DNS Problem,Medium,TRUE,Network Support
team wifi password prompt keeps appearing even entering correct password today thanks.,Network,WiFi Issue,Medium,FALSE,Network Support
team getting limited connectivity error wifi since morning since last week thanks.,Network,WiFi Issue,Medium,FALSE,Network Support
cannot connect to corporate wireless network affecting work need help quickly.,Network,WiFi Issue,Medium,FALSE,Network Support
firewall exception rule working expected today,Network,Firewall Block,Critical,FALSE,Network Support
network drive showing file explorer afternoon,Network,Network Drive,Low,FALSE,Network Support
cpu temperature reaching dangerous levels according to monitoring since yesterday need help quickly.,Hardware,Overheating,Critical,FALSE,Hardware Support
page_fault_in_nonpaged_area system crash reboot asap.,Hardware,Blue Screen,High,FALSE,Hardware Support
account status showing expired system reboot,Access,Account Unlock,Medium,TRUE,IAM Team
dual monitor setup stopped working update reboot,Hardware,Monitor Problem,Medium,TRUE,Hardware Support
print quality poor streaks pages shift urgent.,Hardware,Printer Error,High,TRUE,Hardware Support
help feature update breaking existing applications urgent.,Software,Update Problem,Medium,FALSE,Application Support
proxy auto-detection failing browser try to work,Network,Proxy Error,Low,TRUE,Network Support
hard drive making clicking noises suspect failure reboot need help quickly.,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
cpu temperature reaching dangerous levels according to monitoring today thanks.,Hardware,Overheating,Medium,TRUE,Hardware Support
irql_not_less_or_equal blue screen error affecting work assist.,Hardware,Blue Screen,High,FALSE,Hardware Support
team vnc viewer cannot connect to remote host afternoon,Network,Remote Access,Low,FALSE,Network Support
team wireless printer connecting to network try to work assist.,Hardware,Printer Error,High,FALSE,Hardware Support
graphics rendering causing application slowdown need assistance thanks.,Software,Performance,Medium,FALSE,Application Support
support team laptop battery draining fast barely lasts hour help asap.,Hardware,Battery Issue,Low,TRUE,Hardware Support
job function change requiring new permissions shift need help quickly.,Access,Role Change,Low,TRUE,IAM Team
receiving otp registered mobile number since morning urgent.,Access,MFA Problem,Medium,TRUE,IAM Team
wireless mouse connecting to laptop via bluetooth urgently needed assist.,Hardware,Keyboard/Mouse,Low,TRUE,Hardware Support
smart card authentication failing login urgently needed,Access,Login Failure,High,TRUE,IAM Team
user profile locked due to inactivity timeout afternoon,Access,Account Unlock,Medium,TRUE,IAM Team
print quality poor streaks pages reboot assist.,Hardware,Printer Error,High,FALSE,Hardware Support
need access to production environment deployment since morning thanks.,Access,Access Request,Low,TRUE,IAM Team
mfa push notification reaching mobile app update asap.,Access,MFA Problem,Medium,TRUE,IAM Team
support team lithium battery showing replace soon warning since morning fix this.,Hardware,Battery Issue,Low,TRUE,Hardware Support
support team got blue screen death error code critical_process_died help urgent.,Hardware,Blue Screen,High,TRUE,Hardware Support
hdmi monitor showing signal message afternoon assist.,Hardware,Monitor Problem,Medium,FALSE,Hardware Support
corporate proxy blocking legitimate business websites since morning need help quickly.,Network,Proxy Error,Low,FALSE,Network Support
help mouse buttons responding to clicks afternoon fix this.,Hardware,Keyboard/Mouse,Low,TRUE,Hardware Support
wireless keyboard keeps losing connection intermittently reboot,Hardware,Keyboard/Mouse,Low,TRUE,Hardware Support
software settings got reset need to reconfigure everything assist.,Software,Configuration,Low,TRUE,Application Support
mouse buttons responding to clicks update,Hardware,Keyboard/Mouse,Low,TRUE,Hardware Support
support team ventilation ports blocked causing overheating reboot,Hardware,Overheating,Low,FALSE,Hardware Support
wireless mouse connecting to laptop via bluetooth update thanks.,Hardware,Keyboard/Mouse,Low,TRUE,Hardware Support
printer showing paper jam error paper visible urgently needed,Hardware,Printer Error,High,TRUE,Hardware Support
system thermal warning appearing frequently help fix this.,Hardware,Overheating,Medium,FALSE,Hardware Support
need access to shared folder new project try to work assist.,Access,Access Request,Low,FALSE,IAM Team
issue got blue screen death error code critical_process_died afternoon assist.,Hardware,Blue Screen,High,FALSE,Hardware Support
getting invalid otp error even correct code since yesterday,Access,MFA Problem,Medium,TRUE,IAM Team
issue mfa push notification reaching mobile app try to work,Access,MFA Problem,Medium,FALSE,IAM Team
environment variables set correctly application shift need help quickly.,Software,Configuration,Low,FALSE,Application Support
software update downloaded install properly reboot need help quickly.,Software,Update Problem,Medium,FALSE,Application Support
application running slow taking long time to respond,Software,Performance,Critical,FALSE,Application Support
photoshop crashing error applying filters since morning need help quickly.,Software,Application Crash,High,TRUE,Application Support
power adapter connected battery charging since yesterday assist.,Hardware,Battery Issue,Low,FALSE,Hardware Support
receiving password reset email inbox since last week need help quickly.,Access,Password Reset,Low,TRUE,IAM Team
application running slow taking long time to respond update thanks.,Software,Performance,High,FALSE,Application Support
getting connection blocked firewall error message shift need help quickly.,Network,Firewall Block,Critical,FALSE,Network Support
rdp connection refused remote computer reboot need help quickly.,Network,Remote Access,Critical,FALSE,Network Support
keyboard backlight turning since last week thanks.,Hardware,Keyboard/Mouse,Low,TRUE,Hardware Support
account locked multiple failed login attempts afternoon fix this.,Access,Account Unlock,Medium,TRUE,IAM Team
password expired cannot set new one today,Access,Account Expired,Medium,FALSE,IAM Team
video conferencing app crashing meetings try to work asap.,Software,Application Crash,High,FALSE,Application Support
account locked message appearing login screen shift need help quickly.,Access,Account Unlock,Medium,TRUE,IAM Team
application running slow taking long time to respond,Software,Performance,Critical,FALSE,Application Support
second monitor keeps going black every minutes,Hardware,Monitor Problem,Medium,FALSE,Hardware Support
cannot connect to vpn since morning keeps timing since yesterday asap.,Network,VPN Connection,High,TRUE,Network Support
team dns server responding error browsers since last week need help quickly.,Network,DNS Problem,Critical,FALSE,Network Support
corporate proxy blocking legitimate business websites since last week assist.,Network,Proxy Error,Low,FALSE,Network Support
team applications cannot connect corporate proxy asap.,Network,Proxy Error,Low,FALSE,Network Support
security patch installation getting stuck affecting work,Software,Update Problem,Medium,FALSE,Application Support
wifi signal strength weak desk location reboot asap.,Network,WiFi Issue,Medium,FALSE,Network Support
shared folder permissions seem to changed try to work asap.,Network,Network Drive,Low,FALSE,Network Support
team ui laggy unresponsive usage help need help quickly.,Software,Performance,High,FALSE,Application Support
user account showing locked active directory need assistance,Access,Account Unlock,Medium,TRUE,IAM Team
remote desktop shows black screen connection update asap.,Network,Remote Access,Critical,FALSE,Network Support
issue access required new team collaboration tools update,Access,Access Request,Low,TRUE,IAM Team
cisco anyconnect vpn stuck connecting status shift,Network,VPN Connection,High,TRUE,Network Support
windows crashed kernel_security_check_failure error urgently needed asap.,Hardware,Blue Screen,High,FALSE,Hardware Support
download speed dropped significantly since afternoon update urgent.,Network,Internet Slow,Medium,FALSE,Network Support
issue security patch installation getting stuck update,Software,Update Problem,Medium,FALSE,Application Support
position change affecting system authorizations reboot thanks.,Access,Role Change,Low,FALSE,IAM Team
trial version expired license purchased shift assist.,Software,License Issue,High,TRUE,Application Support
support team laptop booting stuck black screen since yesterday assist.,Hardware,Laptop Issue,Critical,FALSE,Hardware Support
support team thermal throttling reducing computer performance help asap.,Hardware,Overheating,High,TRUE,Hardware Support
domain password policy forcing expiration reboot fix this.,Access,Account Expired,Low,FALSE,IAM Team
help cannot login to system even correct credentials urgently needed fix this.,Access,Login Failure,High,TRUE,IAM Team
cannot connect to office desktop from home via remote desktop try to work fix this.,Network,Remote Access,High,TRUE,Network Support
laptop battery draining fast barely lasts hour try to work assist.,Hardware,Battery Issue,Low,FALSE,Hardware Support
password reset email going to spam folder update fix this.,Access,Password Reset,Critical,FALSE,IAM Team
browser extension incompatible current chrome version today urgent.,Software,Compatibility,Medium,TRUE,Application Support
program designed version windows reboot asap.,Software,Compatibility,High,FALSE,Application Support
help domain password policy forcing expiration today urgent.,Access,Account Expired,Medium,FALSE,IAM Team
help wifi signal strength weak desk location since last week asap.,Network,WiFi Issue,Medium,FALSE,Network Support
feature update breaking existing applications try to work urgent.,Software,Update Problem,Medium,TRUE,Application Support
issue software using much cpu making system sluggish shift urgent.,Software,Performance,Critical,FALSE,Application Support
requesting database access reporting purposes need help quickly.,Access,Access Request,Low,FALSE,IAM Team
team download speed dropped significantly since afternoon need assistance asap.,Network,Internet Slow,Medium,FALSE,Network Support
adobe license showing expired even though active today asap.,Software,License Issue,High,FALSE,Application Support
vpn working fine yesterday today connect update,Network,VPN Connection,High,FALSE,Network Support
need help installing python required libraries since morning need help quickly.,Software,Software Install,Medium,FALSE,Application Support
motherboard issue causing random system restarts reboot assist.,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
support team update installation failed rolling back changes need assistance fix this.,Software,Update Problem,Medium,TRUE,Application Support
help shared folder permissions seem to changed reboot assist.,Network,Network Drive,Low,FALSE,Network Support
laptop charging battery icon shows red urgently needed thanks.,Hardware,Battery Issue,Low,TRUE,Hardware Support
display resolution cannot changed external monitor,Hardware,Monitor Problem,Medium,FALSE,Hardware Support
hard drive making clicking noises suspect failure today assist.,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
new software compatible current windows version shift assist.,Software,Compatibility,Critical,FALSE,Application Support
mfa setup working cannot complete registration help,Access,MFA Problem,Medium,TRUE,IAM Team
team office wifi keeps disconnecting laptop every 10 minutes since last week need help quickly.,Network,WiFi Issue,Medium,TRUE,Network Support
